,TimeStep,load_increases_mw,solar_cf_pct,wind_cf_pct
0,0,1784.5751742627347,1.3e-06,0.5619952597144772
0,1,1699.2119168900804,1.3e-06,0.5570162489892756
0,2,1646.2886863270778,1.3e-06,0.5492900579611271
0,3,1630.9612600536193,1.3e-06,0.5427864944530829
0,4,1662.8689946380696,0.0013081263981233248,0.5370814887761394
0,5,1746.8239008042897,0.1183886774034853,0.5295811765549602
0,6,1935.1658847184988,0.4683144352131366,0.5271595544329758
0,7,2207.4402412868635,0.8295203197680954,0.5240954258994636
0,8,2391.1153619302945,0.933638491876676,0.5230650072908842
0,9,2517.551112600536,0.9571265666353886,0.5256712049504021
0,10,2590.6557238605897,0.9667404320857903,0.532028228563003
0,11,2616.951997319034,0.9682413142908854,0.5444912136662198
0,12,2608.951434316354,0.9643702085643433,0.5643354659544237
0,13,2564.636166219839,0.9554695914906177,0.5918302376313668
0,14,2496.1879356568375,0.9390740120831097,0.6144443241997317
0,15,2406.7765013404824,0.8871298743900826,0.63631933247319
0,16,2304.1297050938338,0.7199045717412873,0.6526937984383377
0,17,2242.449477211796,0.2869943999826676,0.6584564055509388
0,18,2254.093016085791,0.08853608748971856,0.6617888055630023
0,19,2302.8989812332443,1.4383674262734585e-06,0.6535763147680963
0,20,2287.351863270778,1.3e-06,0.63537220494504
0,21,2193.1857506702413,1.3e-06,0.6105781450804285
0,22,2037.8707506702424,1.3e-06,0.5854666972386063
0,23,1887.333713136729,1.3e-06,0.5620831544410185
1,0,1774.2239969254422,1.3e-06,0.13085066083935437
1,1,1698.4845964642586,1.3e-06,0.12303145681629499
1,2,1644.6885242121446,1.3e-06,0.11441623388086082
1,3,1624.3897847809376,1.3e-06,0.10685995194388939
1,4,1644.948370484243,1.3e-06,0.10090921457647964
1,5,1718.871498847041,0.0006059103927747884,0.09699876671714058
1,6,1864.7232513451204,0.07241336903766336,0.09440659391544962
1,7,2116.367563412759,0.49628719465949384,0.09184061171944669
1,8,2360.0570484242885,0.7445667582867034,0.08795517073943117
1,9,2502.2639354342805,0.8244134319354347,0.08405760650576476
1,10,2564.7306533435817,0.851157876439662,0.08123310212913146
1,11,2574.8127747886238,0.8534040772436599,0.08133677565334348
1,12,2541.9381706379686,0.8449559004704075,0.08426249976325907
1,13,2493.07535741737,0.8242975312628754,0.09033842898078398
1,14,2406.651391237511,0.7819302249792468,0.09544346873405056
1,15,2298.808178324367,0.6569425735019219,0.1009588936141429
1,16,2185.8782398155276,0.26674151552036895,0.10453985484396616
1,17,2206.3763412759427,0.009958941590399692,0.10763619529438903
1,18,2313.938216756342,5.537052751729438e-05,0.11184758679477329
1,19,2319.493466564181,1.3e-06,0.11436822961337426
1,20,2255.9197540353575,1.3e-06,0.11669362797847811
1,21,2161.682959262105,1.3e-06,0.11781329170484243
1,22,2038.211106840892,1.3e-06,0.11826388478170642
1,23,1892.589754035358,1.3e-06,0.11885196127517282
2,0,2161.7747769953057,1.3e-06,0.3619864552617372
2,1,2038.877546948356,1.3e-06,0.34562231821948375
2,2,1963.4631220657272,1.3e-06,0.31972669089201833
2,3,1937.98029342723,1.3e-06,0.2978062771889675
2,4,1959.574929577465,0.0007442666455399065,0.28070619208802816
2,5,2037.5375234741796,0.13425505716314562,0.26381334419953095
2,6,2233.2220187793423,0.4179467007089204,0.2543091878544599
2,7,2539.947875586855,0.7586636874706562,0.23895966210680736
2,8,2821.5788849765268,0.8610119328122062,0.21979103360093877
2,9,3042.767335680752,0.8948610283532855,0.20443393205985913
2,10,3219.098615023474,0.9103809427699513,0.19595604207863854
2,11,3367.566819248825,0.9126748024624416,0.19903504906220668
2,12,3478.257488262911,0.9077418264835662,0.2156633557065726
2,13,3554.72692488263,0.8932015983180761,0.24680999649647864
2,14,3586.974483568075,0.8669822945140848,0.27913139701525846
2,15,3561.044624413145,0.8132596076948353,0.3161796508356806
2,16,3469.7398708920196,0.6727624368227703,0.3512298823485916
2,17,3339.008990610331,0.30013229559812155,0.3799884852030519
2,18,3231.180457746478,0.10668049139624415,0.4069514518345072
2,19,3121.5361267605626,2.556959037558685e-06,0.42126974483568086
2,20,2984.6052464788722,1.3e-06,0.4233094581760561
2,21,2787.5409154929553,1.3e-06,0.41353658523591535
2,22,2522.995058685445,1.3e-06,0.3997767666983566
2,23,2313.4421948356803,1.3e-06,0.38440496585093914
3,0,1758.2118262411343,1.3e-06,0.18466956044148947
3,1,1682.8121453900708,1.3e-06,0.177950341930851
3,2,1630.4789716312057,1.3e-06,0.17121337044148932
3,3,1611.830815602837,1.3e-06,0.16583136381560293
3,4,1635.7340070921985,1.4477205673758866e-05,0.16281959714007102
3,5,1714.3037943262414,0.005063475271276595,0.1619234907092197
3,6,1869.2305319148936,0.08392200258156021,0.1626303160780141
3,7,2120.4074468085105,0.44732080584219813,0.16412184351063827
3,8,2349.6365602836877,0.6592512364468086,0.1657724451702127
3,9,2484.9279432624116,0.7470008085053189,0.17096733437234038
3,10,2541.072624113475,0.7829634110212763,0.18164369776773068
3,11,2543.118741134751,0.7837806650141838,0.2010187361773049
3,12,2497.319379432624,0.7691300571684396,0.22967924317021265
3,13,2436.6941489361698,0.7408439518776595,0.26889096795567347
3,14,2345.525443262411,0.6955668786595745,0.3063422303705677
3,15,2234.1266134751777,0.5848601479503545,0.3444143972960995
3,16,2126.498333333333,0.2690646659364538,0.3740409197269504
3,17,2159.3841666666676,0.03039246092695036,0.3901125463989365
3,18,2279.0363297872336,0.0011881801613475179,0.40128265021985837
3,19,2293.828244680851,1.3e-06,0.40029920895922
3,20,2235.702393617021,1.3e-06,0.39124982683333304
3,21,2143.7256028368793,1.3e-06,0.3796518887287234
3,22,2020.358847517731,1.3e-06,0.3642393944148935
3,23,1874.5240070921986,1.3e-06,0.3503184001613475
4,0,1772.5156354300386,1.3e-06,0.14815499633761242
4,1,1694.5073042361998,1.3e-06,0.14299703780102696
4,2,1644.2780616174582,1.3e-06,0.13694372850706032
4,3,1623.772323491656,1.3e-06,0.1324621856007702
4,4,1643.7916431322208,2.432970474967908e-06,0.1296647379550706
4,5,1721.3002053915275,0.0005239929396662388,0.12798495358664969
4,6,1868.7590500641845,0.01640100519332477,0.1264729448575099
4,7,2100.3228241335046,0.24652361007702184,0.12393727190500638
4,8,2339.5605648267024,0.4230000337946084,0.11992848337355577
4,9,2468.993222079591,0.5180952424094999,0.11617732023363284
4,10,2526.0708857509626,0.5726672876534027,0.1139579783838253
4,11,2531.5486264441597,0.5846291741501928,0.11523612525160458
4,12,2481.2371630295247,0.5673004619961484,0.1198008807869064
4,13,2424.3314377406937,0.5299269670962771,0.1270529111899873
4,14,2335.6907188703462,0.47249274538382485,0.1315174552195122
4,15,2230.7923363286263,0.3672969719011551,0.1356157829794608
4,16,2131.141758664954,0.11331060014318357,0.13674830731322207
4,17,2193.425596919127,0.0046101916447496795,0.1364295320154043
4,18,2326.875930680359,0.00012200715519897304,0.13878760796534012
4,19,2325.362259306803,1.3e-06,0.14100605115532722
4,20,2259.1007060333764,1.3e-06,0.14415493519255437
4,21,2161.7648010269586,1.3e-06,0.14805513971373555
4,22,2036.8121052631577,1.3e-06,0.15162804916431316
4,23,1890.994249037227,1.3e-06,0.15451609060076998
5,0,1786.7142227979275,1.3e-06,0.3597362244170993
5,1,1701.8670984455955,1.3e-06,0.3492875540854916
5,2,1647.1659455958547,1.3e-06,0.3350990289857518
5,3,1630.4455440414506,1.3e-06,0.32405929926813476
5,4,1658.8963860103627,0.0008069941917098444,0.314599647084197
5,5,1737.8911528497408,0.08961206065544029,0.3049893753911915
5,6,1916.6194300518137,0.4085787527305703,0.30163308383290166
5,7,2185.8668523316055,0.7937017088898963,0.295587736107513
5,8,2380.3470207253886,0.9159872972370476,0.28907622338989625
5,9,2513.688251295338,0.9498428735142483,0.2869526067059586
5,10,2591.8542746113985,0.9601191497422275,0.29019243454015503
5,11,2623.511722797927,0.9615826827953371,0.30298944977720205
5,12,2617.0013082901555,0.9558582907940423,0.32793712894948157
5,13,2577.5014248704647,0.9438105622487047,0.3638171013717616
5,14,2513.8781606217626,0.9235205266489623,0.3973548272577719
5,15,2425.3787046632124,0.8613921099339392,0.431458923976684
5,16,2323.295725388601,0.6773870617046633,0.45824854984196894
5,17,2262.468160621761,0.2399147613037695,0.4735863753406737
5,18,2278.9475388601045,0.060511873440090645,0.4857270458523312
5,19,2320.989170984456,1.383567098445596e-06,0.4847588950893786
5,20,2293.2914378238343,1.3e-06,0.4723597041955956
5,21,2194.5408808290163,1.3e-06,0.45313691920595844
5,22,2040.3789248704668,1.3e-06,0.4324293218367875
5,23,1888.5771373056996,1.3e-06,0.414041491977979
6,0,1793.7864120370368,1.3e-06,0.230401141508102
6,1,1710.162534722222,1.3e-06,0.21615753388194445
6,2,1654.9009837962963,1.3e-06,0.19634961522337965
6,3,1638.7853125000001,1.3e-06,0.17726926943865756
6,4,1668.2255902777779,0.00041735517013888855,0.16038018755902778
6,5,1748.8823148148153,0.049613262394676,0.1458300238263887
6,6,1925.7420949074067,0.33256311127430543,0.13591676017592602
6,7,2200.1347569444442,0.7610986228506942,0.12761927033680556
6,8,2412.4398495370388,0.903214103945601,0.12040906015046297
6,9,2559.8706944444452,0.9393241255358795,0.11671568826967597
6,10,2647.358298611111,0.95065990716435,0.11699549986111123
6,11,2688.984236111111,0.9498049514351847,0.12164318329629638
6,12,2690.0531597222216,0.9444306166203713,0.13044826806944448
6,13,2662.85917824074,0.9327967973252317,0.1445919247152778
6,14,2604.1881481481496,0.9086147831527767,0.1585684065555557
6,15,2515.131747685185,0.8388940911574077,0.17734765861805576
6,16,2413.1509374999996,0.613453703743056,0.19717268285879622
6,17,2350.6870833333337,0.16865837397775468,0.21134954929166655
6,18,2361.6343518518506,0.02847272519298612,0.225663752284722
6,19,2381.980648148148,1.3448012731481483e-06,0.23220107843981508
6,20,2329.7828587962963,1.3e-06,0.23031086763541672
6,21,2221.11579861111,1.3e-06,0.225519641400463
6,22,2065.476875,1.3e-06,0.2201940935972222
6,23,1909.3793402777778,1.3e-06,0.21493648293981474
7,0,2160.628530351438,1.3e-06,0.5099019239121408
7,1,2036.5584664536746,1.3e-06,0.502467889589457
7,2,1959.8031150159745,1.3e-06,0.49268253107827437
7,3,1933.1125559105426,1.3e-06,0.48636292287539984
7,4,1955.2367891373808,0.0008002604728434507,0.4808356160447286
7,5,2035.234137380192,0.16207426510223627,0.4728872851884985
7,6,2236.1233546325875,0.4448759256341854,0.4651630333418529
7,7,2545.5487060702876,0.7895839915638975,0.4497119324424924
7,8,2817.7682108626204,0.8851077109057512,0.4303124042891372
7,9,3035.3748242811507,0.9175204051102244,0.41475197733386554
7,10,3203.4397923322695,0.9299369532108623,0.4073611785878592
7,11,3343.546022364217,0.9305427083753992,0.41265496379712446
7,12,3449.246565495207,0.9260370999696482,0.4314757557332268
7,13,3518.9274121405724,0.9124541043131003,0.461569503087859
7,14,3549.153642172524,0.8889038570766774,0.4914713320463261
7,15,3528.450782747602,0.8372136042923327,0.5241999024568692
7,16,3443.6101916932917,0.7055983478626203,0.5532861859073486
7,17,3317.1564856230016,0.329598920654952,0.5744566500015972
7,18,3213.736469648561,0.12749979391694888,0.5909943373466452
7,19,3108.486341853036,2.6603546325878592e-06,0.5935201648434497
7,20,2978.5178594249196,1.3e-06,0.5846693665654954
7,21,2780.6619329073487,1.3e-06,0.5655117876437702
7,22,2515.2736900958466,1.3e-06,0.5459497385271561
7,23,2306.179936102236,1.3e-06,0.5271060341341854
8,0,2189.1140072639223,1.3e-06,0.2152490238196124
8,1,2065.370665859564,1.3e-06,0.19708145286077497
8,2,1991.4768038740913,1.3e-06,0.17227351564527857
8,3,1967.1373365617437,1.3e-06,0.1503504193062953
8,4,1992.6954237288137,0.00033495913438256667,0.13450492434503641
8,5,2076.265520581114,0.08603219940799027,0.1227903253595642
8,6,2281.919491525424,0.36901835588256693,0.11742846414769981
8,7,2605.3778934624697,0.7197348727445524,0.11193514655569005
8,8,2912.028087167071,0.8286903052893461,0.10450483321307504
8,9,3144.853426150121,0.869386822743341,0.09781784834503647
8,10,3339.7029055690055,0.8881657075702175,0.09456425517554476
8,11,3507.4788135593226,0.889764809999999,0.09632865247094437
8,12,3634.0245036319616,0.8819677234552051,0.10409197873365617
8,13,3725.9685593220343,0.8624006836150127,0.11841785601331734
8,14,3766.5297336561734,0.8314369778171921,0.13461450742615041
8,15,3735.132324455205,0.7677450898934639,0.1556548318099273
8,16,3626.0717070217916,0.6006288918583533,0.17779365591283297
8,17,3485.220520581111,0.2279761384966708,0.19693890341767553
8,18,3365.159794188859,0.06149054843809928,0.21528352665617448
8,19,3237.457917675545,1.5655532687651333e-06,0.2275246855157385
8,20,3078.442578692493,1.3e-06,0.23213097700968527
8,21,2866.6143099273613,1.3e-06,0.23031444671065399
8,22,2588.072663438258,1.3e-06,0.22566170312590764
8,23,2367.1585956416457,1.3e-06,0.21813512709322022
9,0,1750.979186602871,1.3e-06,0.4176726417009565
9,1,1675.9120813397126,1.3e-06,0.41955381109569395
9,2,1622.4939234449762,1.3e-06,0.4186570237129187
9,3,1604.8634928229665,1.3e-06,0.4207532827846889
9,4,1630.9443062200958,3.095855741626794e-05,0.42438100155263164
9,5,1711.8470574162677,0.00832630638516746,0.42706877655023906
9,6,1872.8697368421056,0.12682137823851672,0.43273076614832484
9,7,2128.7067224880384,0.527665638923445,0.4338467366578945
9,8,2345.9465550239233,0.7384001056411474,0.4344556445382776
9,9,2481.7294258373204,0.8078261687870819,0.4367813718923445
9,10,2536.4864114832544,0.8380457238038281,0.44561733353588495
9,11,2537.3756698564594,0.8421054824473692,0.4612466204330139
9,12,2493.140574162679,0.8365003349688988,0.48430767217224885
9,13,2428.6952631578943,0.8144742631339711,0.5122407704497606
9,14,2333.896842105263,0.7794232577942577,0.5322590070622006
9,15,2221.292894736842,0.6783705603803821,0.5509648923995213
9,16,2112.2629186602876,0.3700002393373206,0.5593807289521533
9,17,2125.985263157895,0.055250287348134,0.5555105685358852
9,18,2238.786602870815,0.002525861525885168,0.548356875145933
9,19,2268.657870813397,1.3e-06,0.5320437137703349
9,20,2218.6160287081343,1.3e-06,0.5117870040526311
9,21,2129.2126076555023,1.3e-06,0.4878260230789472
9,22,2009.1225598086126,1.3e-06,0.4615932087033491
9,23,1865.6246889952154,1.3e-06,0.43532190494497625
10,0,1755.4637301587302,1.3e-06,0.41126142618783046
10,1,1679.8317724867725,1.3e-06,0.4035749629126984
10,2,1627.894761904762,1.3e-06,0.3904488794523808
10,3,1608.8773015873016,1.3e-06,0.3790450777539684
10,4,1630.990132275132,4.824224867724867e-05,0.36721262511640224
10,5,1706.87335978836,0.006128783484126983,0.35190302104497373
10,6,1857.838703703704,0.09935270462962965,0.3389211879682539
10,7,2106.0909523809523,0.49536917495767196,0.3211332988968253
10,8,2336.8568783068777,0.715393775746032,0.3001708740952376
10,9,2469.877592592593,0.795259522510582,0.282577837637566
10,10,2524.5043915343917,0.8273654405873009,0.2693486920449734
10,11,2524.9924074074074,0.8302584459894181,0.2597172623015872
10,12,2480.6377248677236,0.8188096930423275,0.25635587651058195
10,13,2419.2759523809527,0.793879422,0.2591907380793656
10,14,2329.1714285714293,0.7513152544153436,0.2584577959153438
10,15,2220.919365079365,0.6444142580370371,0.26075581594973535
10,16,2119.8737037037045,0.32102166889947076,0.25989468602645527
10,17,2154.026719576719,0.03830032640563492,0.25220786840211645
10,18,2280.5686507936507,0.0019666758480687834,0.24300964685714274
10,19,2301.1002645502645,1.3e-06,0.22704379045238104
10,20,2242.540396825397,1.3e-06,0.2094157813650794
10,21,2151.008677248677,1.3e-06,0.1926149189947089
10,22,2028.1090476190473,1.3e-06,0.17906378108994714
10,23,1882.586084656085,1.3e-06,0.16943722704232797
11,0,1766.3449814126393,1.3e-06,0.2911142242862453
11,1,1689.0856877323417,1.3e-06,0.30154776990334564
11,2,1637.5791449814126,1.3e-06,0.3097124767843864
11,3,1617.0186617100371,1.3e-06,0.3194328492453532
11,4,1635.564535315985,6.768301115241636e-06,0.33118151265055756
11,5,1711.6940892193309,0.0010077507100371746,0.3413798227063196
11,6,1857.2183271375468,0.017240982405204466,0.3553795236914498
11,7,2088.462862453531,0.2155355600594795,0.36824151693308554
11,8,2323.3728624535315,0.3621088054275089,0.3836963121784387
11,9,2455.798773234201,0.44501679800743515,0.39797673924907073
11,10,2513.5714498141265,0.48904907526394065,0.4153110065390333
11,11,2518.79624535316,0.5012019277806694,0.43750098482899613
11,12,2464.97624535316,0.48245712371003713,0.45991601000371735
11,13,2408.0381412639413,0.44975413159851285,0.4801543834944237
11,14,2319.557657992565,0.4044113570371748,0.483868604888476
11,15,2212.6090706319696,0.32668637104460946,0.48189801795167286
11,16,2110.5786988847585,0.1253099923148326,0.47315526090334586
11,17,2173.375130111524,0.005919638478884759,0.45550897877695185
11,18,2311.4897397769514,0.00020196740743494426,0.4445113652899627
11,19,2309.7826765799255,1.3e-06,0.4308618863382899
11,20,2241.051301115242,1.3e-06,0.4158372455873606
11,21,2144.9508178438664,1.3e-06,0.4000955897360593
11,22,2022.1932713754645,1.3e-06,0.3866226290148698
11,23,1878.3757249070632,1.3e-06,0.37320745495167285
