NAME,ZIP,LATITUDE,LONGITUDE
TAP302576,95645,38.86183344,-121.7936028
TAP302581,94514,37.802119,-121.604999
TAP302582,95652,38.65839814,-121.384309
ROSSMOOR TAP 2,94595,37.855884,-122.0760422
TAP302588,95204,37.98384261,-121.2835622
TAP302591,93249,35.65827898,-120.01025
TAP302592,92705,33.76000905,-117.8339314
TAP302597,95838,38.66019581,-121.4478283
TAP302598,92708,33.701402,-117.9780604
TAP302601,95652,38.658335,-121.384409
TAP302602,95620,38.387164,-121.758612
TAP302603,95827,38.55481777,-121.3442478
TAP302606,95540,40.62938488,-124.1876902
TAP302608,93212,36.05099857,-119.4965013
TAP302613,92315,34.25779169,-116.8662346
TAP302615,91763,34.09221568,-117.6864486
TAP302619,93030,34.20172895,-119.1420562
TAP302622,91748,34.002561,-117.8873655
TAP302625,93251,35.41285558,-119.6426955
PIT 7 TAP,96065,40.82486232,-121.9334753
TAP302633,93224,35.22391936,-119.5718271
EAST DUBLIN TAP,94568,37.70392818,-121.9015541
TAP302636,95210,38.02114894,-121.2946069
TAP302637,95953,39.25018033,-121.6601956
TAP302638,95503,40.77195293,-124.1716006
TAP302639,93245,36.22616636,-119.8332439
TAP302640,93555,35.018038,-117.566026
TAP302643,94952,38.2606122,-122.6625276
TAP302646,95640,38.373873,-120.950843
TAP302648,93615,36.52960326,-119.250863
TAP302649,95665,38.392997,-120.62914
TAP302650,93277,36.297766,-119.474292
TAP302651,96015,41.53436416,-120.9447512
TAP302654,93640,36.756559,-120.36411
TAP302656,95369,37.523654,-120.330485
TAP302657,90240,33.972512,-118.121005
NORTH TOWER TAP,94553,38.02858571,-122.2027291
TAP302660,96073,40.5637338,-122.2344445
SNEATH-PACIFICA TAP,94019,37.62189665,-122.4459269
TAP302663,96130,40.37591454,-120.5306131
TAP302664,90248,33.861723,-118.28449
TAP302667,93307,35.02675445,-118.9577296
TAP302668,95984,40.014631,-121.225082
EMERALD LAKE TAP,94062,37.46171345,-122.2775602
TAP302675,92233,33.15472,-115.640288
TAP302676,93274,36.21092734,-119.215344
TAP302678,92703,33.74876721,-117.9289512
TAP302680,91605,34.198453,-118.387623
WOODLAND BIOMASS TAP,95776,38.68088885,-121.7375998
TAP302684,95630,38.65551239,-121.1687871
TAP302687,95945,39.14116487,-121.0067741
TAP302688,90640,34.02268,-118.087908
TAP302690,91752,34.01873248,-117.5581196
TAP302696,91950,32.6849586,-117.1012618
TAP302697,95212,38.0369608,-121.2948316
TAP302699,95903,39.09772684,-121.3363355
STENT TAP,92591,33.51806454,-117.1591936
TAP302702,95327,37.899565,-120.4768
TAP302704,92646,33.643233,-117.95647
PROCESSING SITE TAP,95457,38.91187621,-122.6188706
BERNARDO TAP,92127,33.040715,-117.152458
TAP302707,95203,37.96089598,-121.3333634
TAP302712,95830,38.51090815,-121.2976588
TAP302713,93908,36.56939977,-121.7550352
TAP302714,93627,36.53142509,-120.1069379
TAP302716,95632,38.26187188,-121.310382
TAP302720,96015,41.44419308,-120.8810718
TAP302721,93274,36.225422,-119.233393
TAP302723,93313,35.09500755,-119.0565071
TAP302725,92307,34.63701388,-117.1716772
SS3145_EAGLE ROCK TAP 1,90065,34.11829004,-118.2320613
TAP302732,95205,37.97788184,-121.2810738
TAP302734,90755,33.808148,-118.17183
TAP302735,92368,34.73997398,-117.321583
TAP302739,95825,38.589184,-121.410632
TAP302740,90506,33.88022791,-118.3353672
TAP302747,92336,34.121212,-117.453457
GLENDALE SOUTH TAP 5,90065,34.11475935,-118.2458657
WESTINGHOUSE TAP,94086,37.37828887,-122.0156447
TAP302755,92233,33.176728,-115.567019
TAP302756,95630,38.68755184,-121.1523825
TAP302757,95240,38.14650171,-121.2435009
TAP302759,95215,37.96913077,-121.1863326
TAP302760,95621,38.687894,-121.307691
TAP302761,93210,36.41785343,-120.3687123
TAP302762,96002,40.578581,-122.352914
TAP302765,93608,36.61785885,-120.3879062
TAP302766,93622,36.83628338,-120.4493663
TAP302767,93637,36.92383927,-120.1107092
TAP302768,93923,36.56608737,-121.9130365
TAP302769,95648,38.831238,-121.307557
TAP302770,95932,39.15104066,-121.9550379
TAP302771,96056,41.12791897,-121.1434318
TAP302772,91906,32.71414281,-116.473686
TAP302773,95816,38.58326574,-121.4527612
TAP302774,95695,38.65946298,-121.7936121
TAP302775,95630,38.65657705,-121.1683477
TAP302781,94547,38.011364,-122.265556
LUKA,94588,37.67392068,-121.8356171
ROAD,95134,37.43006524,-121.9514544
NASA,94035,37.41812661,-122.0635988
STRATHMORE,93267,36.14601914,-119.0577808
LANDING,92363,34.47865823,-114.416972
UNKNOWN302791,93210,36.39940773,-120.2314431
CARLOTTA,95547,40.54113159,-124.0637717
SAN RAFAEL JUNCTION,94901,37.95680256,-122.5051786
REPETTO,91754,34.04785348,-118.1621833
WARNERVILLE,95361,37.74172914,-120.8024146
UNKNOWN302804,92243,32.71432112,-115.5346194
UNKNOWN302814,95965,39.48119659,-121.5655346
CUCAMONGA,91730,34.08424416,-117.5928157
FORT BRAGG,95437,39.4348317,-123.799424
KATHLEEN ACADEMY,95815,38.62233293,-121.4262411
UNKNOWN302820,91505,34.18510667,-118.3450987
UNKNOWN302828,92384,36.30540205,-116.4145938
ORLAND B,95963,39.7252087,-122.1787417
RALPH,94514,37.79894463,-121.6200877
RISING RIVER,96028,40.92903444,-121.5443953
SHOTGUN CREEK,96051,41.05399406,-122.3818171
LAS LOMAS,92620,33.71842714,-117.7385621
FRANKLIN-LAGUNA,95758,38.43018262,-121.4578977
LINE CREEK,93664,37.24544223,-119.1942948
KETTLEMAN HILLS,93204,36.04355845,-120.1113749
UNKNOWN302853,93635,37.07557357,-121.1912394
EAST BARSTOW,92311,34.88995969,-117.0018752
ARCHLINE,91730,34.12093629,-117.5841286
UNKNOWN302860,93219,35.87704624,-119.4552603
ICEGEN,90746,33.87572619,-118.2491018
UNKNOWN302868,92282,33.95002555,-116.6668892
SPONGE,90660,33.98081861,-118.1112738
SAN JOAQUIN,93660,36.62086778,-120.1783533
GLENDALE,91502,34.17157313,-118.3038214
COALINGA 2,93210,36.23707907,-120.3147631
CHASE,92881,33.84502222,-117.5377975
HERNDON,93722,36.84478476,-119.9221845
UNKNOWN302891,93313,35.06022582,-119.0642725
STEAMBOAT,96104,41.44187195,-120.1483808
NORTH MIDWAY,93224,35.27632412,-119.5986549
MAGUNDEN,93306,35.36114799,-118.9219285
DWP,93514,37.36021632,-118.3985743
UNKNOWN302911,95901,39.13938781,-121.5834083
ELK GROVE-COLTON,95624,38.40864438,-121.3760538
COPPERMINE,93619,36.89577794,-119.664607
UNKNOWN302921,92310,35.27412155,-116.780817
LOCUST,90813,33.78320904,-118.1916099
UNKNOWN302923,90245,33.90933282,-118.4115657
STRIP,92335,34.07697502,-117.5007429
DUNBAR,95442,38.38335748,-122.5279628
GETTY,93001,34.32054471,-119.2631542
GILBERT,92833,33.87758789,-117.9718744
CAPITOLA,95062,36.9763915,-121.9801133
WARD,94577,37.72239304,-122.1616491
WESTLEY,95363,37.5160168,-121.2309057
UNKNOWN302937,95521,40.849264,-124.078465
MURPHY,90602,33.95435677,-118.0431369
UNIVERSITY,92617,33.64033004,-117.849853
LAGUNITAS,93908,36.7487281,-121.6059811
HAVEDA,90505,33.82468171,-118.3444824
RISER302950,90703,33.880479,-118.047269
RISER302954,91506,34.184513,-118.325584
RISER302955,95670,38.586004,-121.281921
OAKLAND X,94610,37.80539941,-122.231324
BONDS FLAT,95329,37.70448957,-120.4341428
TAMARACK,95724,39.31387663,-120.496915
GANSO,93280,35.50110222,-119.449111
CENTRALF,94952,38.30145158,-122.7471177
MCKITTRICK,93251,35.29687709,-119.6263989
WALNUT CREEK PP,94597,37.92595378,-122.0713608
EAST DRAINAGE CANAL,95834,38.64893054,-121.50657
MEADOWVIEW-MACK,95823,38.48306078,-121.4665999
HAPPY LANE,95827,38.55532175,-121.3220523
DRAKE,95912,38.96968039,-122.0432732
UNKNOWN302984,96143,39.24536367,-120.0276804
RIVERWAY,93291,36.35743818,-119.3128674
MESQUITE,92283,33.02737073,-114.9867003
LAS PULGAS,92055,33.31287167,-117.4668503
BAYSIDE,92627,33.65695185,-117.9069891
FRUITLAND,95554,40.28585673,-123.8372498
LA CANADA,91011,34.20521573,-118.2105556
RISER303012,92324,34.08454157,-117.3270463
MONTE RIO,95462,38.47143321,-123.0122246
COLUSA JUNCTION,95932,39.19109012,-121.9904011
BARRET,92283,32.86630957,-114.4901411
SKY VALLEY,92241,33.88782804,-116.3552858
UNKNOWN303038,95828,38.51063652,-121.3719481
UNKNOWN303040,96003,40.61850314,-122.3237343
MIDWIND,93501,35.05390947,-118.3466447
POWERLINE ELKHORN,95837,38.68950163,-121.5773366
WEST BARSTOW,92311,34.89160084,-117.0493299
UNKNOWN303050,91321,34.33802719,-118.5118212
UNKNOWN303054,91776,34.09916504,-118.0819397
GILMAN-CORNELIA,95660,38.67723538,-121.3641744
EL CAPITAN,95348,37.33589082,-120.5055832
ROBBS PEAK,95709,38.8970321,-120.3784109
DISK DATA,95670,38.58616949,-121.281633
SANTA NELLA,93635,37.0859138,-121.013255
RISER303068,91505,34.184795,-118.34342
ROGER,95363,37.47494059,-121.1782607
SHILOH I,94571,38.12526426,-121.8323414
NEWARK-SIERRA-PAPERBOARD,95203,37.94284105,-121.3018731
CENTRAL,95054,37.38169428,-121.9783587
UNKNOWN303075,92258,33.921775,-116.58037
BLACK EAGLE-CHRYSTAL BROOK,95843,38.72350028,-121.3829446
MOONEY,93277,36.31851982,-119.3117813
ZENO,95051,37.37705829,-121.9978851
SIGNETICS,94085,37.3849792,-122.0130083
JOHNAIR,92707,33.67547511,-117.8628725
UNKNOWN303092,93514,37.33663621,-118.4819127
DIVISION,92136,32.68155225,-117.120104
CORTEZ,91723,34.09247188,-117.8796578
STATION D (FAIRFAX),90034,34.03808135,-118.3708133
PRAIRIE,95742,38.62641172,-121.2078702
MARIPOSA,93215,35.80545111,-119.1606416
BAKERSFIELD,93301,35.38749714,-119.0044816
BURNEY,96013,40.88796277,-121.6710791
ANTELOPE,93249,35.65790351,-119.9965213
UNKNOWN303113,93224,35.22559219,-119.629792
CORNING,96021,39.93231575,-122.1877213
CYMRIC,93251,35.31515975,-119.6096385
LOWER LAKE,95457,38.91065231,-122.6173837
ANDERSON,96007,40.44974007,-122.3050397
LA GRANGE,95329,37.66966915,-120.4436276
UNKNOWN303130,93622,36.7928921,-120.2538118
IONE ENERGY,95640,38.27717176,-120.9138432
EDES,94603,37.73868387,-122.1938003
JOHANNA,92705,33.71342264,-117.852626
JACKSON,92201,33.68458906,-116.217237
RED BANK,96080,40.14574369,-122.1994705
OJAI,93023,34.44552566,-119.2422813
MIRAMAR,92126,32.89404626,-117.1356476
UNKNOWN303150,95320,37.77989903,-121.0011834
SAN CARLOS,94070,37.49972708,-122.2439825
KAWEAH 2,93271,36.46137931,-118.8798467
CE TURBO,92233,33.15368319,-115.6395915
CLARK RD,95965,39.65453523,-121.6355375
GWF #5,94565,38.04376543,-121.9877127
HUNTERS POINT,94124,37.73707317,-122.377022
THRIVE FONTANA,92335,34.07353134,-117.4293069
LIGHTPIPE,90805,33.88018077,-118.174525
RISER303171,91331,34.27532667,-118.4237197
ORICK,95555,41.29427298,-124.0568151
MEADOW,92315,34.24708119,-116.885508
CHARCA,93280,35.60823658,-119.3252
MMC CHULA,91911,32.59170456,-117.0585956
LIQUID CARBONIC,95688,38.40799242,-121.9536417
PLAINFIELD,95695,38.61923715,-121.7942919
CANBY 2,96015,41.44403411,-120.8802976
UNKNOWN303182,91505,34.20667785,-118.3625798
MCLAIN,95242,38.14609698,-121.2996821
EDWARDS,93523,34.98448482,-117.8910906
ARBORS,91739,34.10243758,-117.5451896
FAIRVIEW,94553,38.01416689,-122.1158315
RISER303196,90808,33.832137,-118.143224
CABEZON,92230,33.91396133,-116.7838105
KERNRIDGE,93251,35.44247625,-119.7396823
MRIP,95366,37.7332585,-121.1207353
UNKNOWN303208,93230,36.26974953,-119.6474071
OTTER,93920,36.38005838,-121.8993016
UNKNOWN303210,93245,36.2421186,-119.904786
CAPACITOR,92239,33.67143058,-115.559045
MODESTO ENERGY,95363,37.55400412,-121.3083344
LOS GATOS,95030,37.22658317,-121.9773316
WEBER,95205,37.91997969,-121.2403305
GARCIA,95468,38.8892973,-123.5508074
WESTINGHOUSE,94086,37.38003535,-122.0221691
BAYSHORE,94124,37.74601581,-122.4033631
MYRTLE-DATE,95841,38.65452809,-121.3573479
RISER303241,90045,33.954753,-118.413605
MAINE PRAIRIE,95620,38.38477247,-121.7586299
SS3142,91204,34.1464566,-118.2608168
TENGEN,91321,34.38413871,-118.4955789
STALLION,93561,35.1087881,-118.5670014
PORT COSTA BRICK,94569,38.03729209,-122.1780828
WIRE-48TH,95823,38.50839312,-121.4377098
VALLEY SPRINGS,95252,38.21657715,-120.7639756
SLATER,92648,33.69227419,-118.0171742
SAN JOSE STA. B,95110,37.34091732,-121.9017027
PACIFICA,94044,37.59476829,-122.4888575
WHISKEYTOWN,96033,40.59825226,-122.5370945
UNKNOWN303265,91326,34.27130246,-118.5561742
MOBIL,93224,35.22868173,-119.5779425
FLINT,95603,38.88495328,-121.0671951
MIDWAY-SIENA,95828,38.51879966,-121.3963529
UNKNOWN303275,93249,35.73003767,-119.8950404
FEDERALGEN,90040,33.98200361,-118.1674011
TERRA BELLA,93270,35.96388542,-119.0185133
DEFRAIN,92225,33.66049639,-114.6237196
UNKNOWN303291,95628,38.63769309,-121.2204743
TAYSHELL,93001,34.31701952,-119.3104749
MARGARITA,92675,33.54973496,-117.6280759
GILL,94520,37.98678511,-122.0403331
CABRILLO,93436,34.64320785,-120.4374
MAYFLOWER,91006,34.11839938,-118.0080177
UNKNOWN303301,95020,37.0000461,-121.5372031
BYRON BETHANY,94514,37.81663318,-121.5861639
HUGHTRON,90505,33.81045686,-118.340512
HELM,93660,36.59162546,-120.176288
ETIWANDA,91739,34.08898695,-117.5268557
BLACK BUTTE,96021,39.81515339,-122.3325173
BADGER CREEK,93308,35.48404034,-119.0294725
DELANO,93215,35.77541929,-119.2424432
UNKNOWN303313,93307,35.35859851,-118.9255366
COLEMAN HATCHERY,96007,40.40094476,-122.1410893
RISER303316,92833,33.869665,-117.968102
BUENA VISTA PUMPS,93268,35.15802127,-119.348957
UNKNOWN303321,95642,38.33135541,-120.6730578
NORTH MARE ISLAND,94592,38.11449131,-122.2895859
DEADEND303324,93230,36.25464218,-119.5831194
WIMBLEDON,91761,34.04849597,-117.5249856
WHITMORE,96096,40.62902703,-121.9158734
BELDEN,95915,40.0074534,-121.2507257
KASSON,95304,37.74580851,-121.3413566
OMAR,93308,35.45158713,-118.9841126
UNKNOWN303341,92239,33.65926397,-114.9826957
UNKNOWN303342,94535,38.26494729,-121.954075
CHEVGEN,90245,33.91256341,-118.4141953
ESCHINGER-BRUCEVILLE,95757,38.35013502,-121.408837
KELSO,94514,37.79745501,-121.6033002
WESTLEY,95363,37.57961028,-121.2059298
MANVILLE,93436,34.60357817,-120.4568662
CYPRESS,90720,33.80954656,-118.0725766
WHISMAN,94043,37.40495445,-122.0685549
SIGGEN,90650,33.92449881,-118.0676734
KING CITY,93930,36.21702821,-121.1272569
GOODRICH,91107,34.15139345,-118.0879857
ORACLE,94065,37.530594,-122.2667277
AEC 300,95377,37.65344192,-121.5267804
TOCALOMA,94946,38.05479,-122.759887
BERRENDA A,93249,35.71160815,-120.0111906
KING ELLIS,93251,35.47018334,-119.7510973
SALTON SEA 2,92233,33.15773849,-115.6399753
UNKNOWN303392,93230,36.2690363,-119.6545482
RISER303397,91754,34.05630925,-118.1340572
VACA-DIXON,95688,38.40101426,-121.9207606
DAVIS,95616,38.54519129,-121.7341065
JOHNSTONVILLE,96130,40.38192373,-120.5745864
CLAYTON,94521,37.94424658,-121.9692668
FRANCHISE TAX,95827,38.56340583,-121.3440531
STAFFORD,94945,38.11985831,-122.6140332
UNKNOWN303416,92277,34.14594148,-116.1737039
OAK PARK,95204,37.9805052,-121.2985746
WEST RIVERSIDE,92509,34.00574164,-117.3924496
CAYETANO,94551,37.73861432,-121.7710098
DEADEND303425,91730,34.07739823,-117.5427608
TEXAS SPRINGS,96001,40.52576671,-122.4280981
UNKNOWN303430,93501,35.03008018,-118.2199594
STENT,92591,33.5177938,-117.1590252
FRANKLIN,95757,38.37949443,-121.4534357
UNKNOWN303439,95206,37.91188373,-121.2564664
DEL MONTE,93940,36.59829023,-121.8531311
UNKNOWN303444,92509,34.011873,-117.4408185
GALVANIZING,92335,34.07993735,-117.4934131
INDUSTRIAL,95240,38.12996436,-121.2516463
UNKNOWN303463,93560,34.84736864,-118.4310692
WILKINS SLOUGH,95912,39.00587279,-121.8670966
COSO LITTLE LAKE,93555,36.08273211,-117.9493514
UNKNOWN303469,94587,37.59579475,-122.0171465
RISER303470,92656,33.57558054,-117.7407
THUMSGEN,90802,33.76823113,-118.2137999
SQUAW VALLEY,96146,39.20555051,-120.2012966
UNKNOWN303482,94607,37.82100702,-122.3287062
HAMILTON A,95951,39.74641026,-122.0113442
CRUSHER,95060,37.02571635,-122.1548163
ROYAL,93065,34.27847023,-118.779559
UNKNOWN303487,91352,34.2226694,-118.3884636
BELRIDGE 1A,93251,35.45624485,-119.6319769
MT VERNON,92411,34.12068668,-117.3103671
MATHER,95670,38.57359891,-121.2979767
UNKNOWN303497,93249,35.60157826,-119.726086
HANJIN,90813,33.77513333,-118.2278383
RED BLUFF,92239,33.69874273,-115.3116675
ANGIOLA,93239,35.99199297,-119.5717498
CORTEZ,95380,37.46265895,-120.7403538
CALVINE-KINGBRIDGE,95829,38.45304984,-121.3504719
EUCLID,91764,34.08190037,-117.6323256
EDOM,92276,33.80941352,-116.388628
OAK PARK,91377,34.18619919,-118.7847064
UNKNOWN303526,92110,32.745385,-117.192565
RISER303527,91506,34.184524,-118.326002
ROUTER,95827,38.57744262,-121.3272837
UNKNOWN303531,91316,34.16542701,-118.5256149
DAHLIA,92243,32.78107716,-115.5778428
CALPINE MOTEREY,95076,36.91116547,-121.7680026
HOLLY SUGAR,92251,32.91202217,-115.5681385
CARSON,90220,33.863922,-118.2169551
PORT OF STOCKTON,95203,37.94999306,-121.3463493
SERFGEN,90802,33.7593545,-118.2411696
MOUNTAIN PASS,92364,35.50155694,-115.5521863
UNKNOWN303550,91505,34.18815047,-118.3455127
FIDDYMENT,95747,38.76279181,-121.3570795
WISHON,93643,37.15132576,-119.5044911
UNKNOWN303556,95959,39.2982215,-120.8440831
PALMER,93454,34.82531119,-120.2987461
LSI JENNINGS,95122,37.33425304,-121.8547347
RIDGE,94708,37.88499018,-122.2550971
LIVINGSTON,95334,37.36334808,-120.760393
RISER303568,91789,34.00572733,-117.8304836
UNKNOWN303573,93066,34.321536,-118.977645
MARSH,94513,37.90283662,-121.7227155
SIXTEENTH STREET,92411,34.12886111,-117.3043017
SCHNITZER STEEL,94607,37.79853475,-122.2884655
ROBERTSON-FAIROAKS,95608,38.62106457,-121.3293353
IMHOFF,94553,38.00174368,-122.0673392
DREWS,92316,34.06054486,-117.3535982
UNKNOWN303588,92886,33.91051084,-117.82013
VINA,96021,39.94164712,-122.041698
LAKE HODGES,92029,33.05865718,-117.1191031
HAZEL-TIMM,95628,38.65048937,-121.2257694
GRANT,94579,37.6714782,-122.1596296
PUTAH CREEK,95694,38.5230576,-121.9944259
UNKNOWN303601,93560,34.82337744,-118.4329165
CHOLLAS,91945,32.74375919,-117.0467217
CAL SIERRA DEVELOPMENT,95901,39.19444785,-121.4421481
PROTEIN,93274,36.18541872,-119.3341817
UNKNOWN303606,92243,32.82016579,-115.5102611
CLAREMONT,94618,37.84741728,-122.2286543
BOMBAY,92257,33.3849597,-115.6887547
BIOLA,93630,36.79272082,-120.1141187
GLENNVILLE,93226,35.72226488,-118.6950959
GENAMIC,91730,34.09131465,-117.5666533
TARZANA(STATION U),91356,34.17935319,-118.5436866
UNKNOWN303621,93308,35.41566733,-119.0119348
CARBOGEN,90813,33.77486819,-118.22979
MILFORD,96121,40.15522985,-120.3518894
AUBURN,95603,38.90347969,-121.0697349
CARSON ICE,95758,38.44843766,-121.460413
GOOSE HAVEN,94585,38.22658155,-121.8442391
TRITON,92591,33.54204999,-117.1149551
UNKNOWN303643,95747,38.80142832,-121.3285842
UNKNOWN303658,93035,34.2052583,-119.2470479
GIFFIN,93608,36.54585404,-120.335039
BISHOP CREEK 2,93514,37.27388604,-118.5736296
MOSHER,95210,38.02190928,-121.2810471
BIG BEND,95965,39.67734957,-121.4915575
EARLY INTAKE,95321,37.87505957,-119.9656453
EL CAJON,92020,32.79545414,-116.9722817
LUCAS,90713,33.84230442,-118.1204879
HUMBOLDT,95503,40.78251187,-124.1123994
WIND MASTER,94514,37.80116807,-121.6416383
DIAMOND BAR,91765,34.00292445,-117.8112582
BLISS,93267,36.16692571,-119.2071073
NEWHALL,93622,36.86697745,-120.3280539
ARBUCKLE,95912,39.01748885,-122.0613967
ALDER CREEK,95742,38.63009162,-121.1562586
MSC,94806,37.99566806,-122.3506239
UNKNOWN303684,93436,34.64278448,-120.4548386
RISER303685,92806,33.85446865,-117.8749477
TEVIS,93311,35.3194766,-119.1288705
MACDONALD,95206,37.98893935,-121.4808754
NEWMAN,95360,37.31557802,-121.0149233
CARTWRIGHT,94501,37.77935005,-122.2927172
COSO 8-9,93555,36.00148452,-117.7902683
NEPTUNE,90745,33.8273241,-118.2683915
SAN MIGUEL,93446,35.75236029,-120.6840829
TOYOTA,90805,33.87279713,-118.1603284
WATERLOO,95212,38.05153276,-121.2099541
INDUSTRY,91746,34.05054996,-117.9908307
HUNTINGTON BEACH,92646,33.64588523,-117.9778527
OLD TOWN,92110,32.76611049,-117.1922795
HILLSIDE,94720,37.87591542,-122.2456394
RISER303727,92802,33.81782087,-117.9388531
FREMONT,90220,33.89464578,-118.2645162
BUTTE,95928,39.71215388,-121.8133926
MC FARLND,93250,35.68838497,-119.2768469
ELKHORN,95835,38.68464558,-121.5056147
NTCQ,92110,32.74614306,-117.1925452
ISABELLA,93240,35.6326173,-118.4782163
SUNCO-TRADE CENTER,95742,38.60190322,-121.263912
RISER303746,90045,33.974269,-118.413692
UNKNOWN303747,93230,36.26871609,-119.647296
SANGER,93657,36.70730241,-119.6107512
OAKGROVE,93291,36.34156159,-119.3673326
COLORADO RIVER,92239,33.58089849,-114.8171807
UNKNOWN303769,92227,32.95557816,-115.5357381
UNKNOWN303773,92258,33.92172477,-116.5797557
SS3145,90065,34.08673267,-118.21442
TEJON,93307,35.01966788,-118.9551978
OLDFIELD,90807,33.84608953,-118.1771123
UNKNOWN303787,93251,35.27691582,-119.4740989
KAISER,94568,37.70854235,-121.9070205
UNKNOWN303794,93560,34.81985981,-118.4086785
HEDDA,90713,33.86681048,-118.1176795
UNKNOWN303798,93307,35.35578614,-118.9717721
LAS PERILLAS PUMPS,93204,35.84308659,-119.9083949
UNKNOWN303804,95377,37.69079308,-121.56299
LARKSPUR ENERGY,92154,32.5625843,-116.9431808
BELTLINE RD,96003,40.63357024,-122.3919012
RISER303811,92886,33.91103572,-117.8259744
DEADEND303813,92354,34.043099,-117.243753
FORT ROSS,95421,38.53959372,-123.2237458
VASONA,95032,37.25387911,-121.9663367
PALOMAR,92008,33.12287041,-117.2879398
VENTURA,93001,34.27988797,-119.3010798
CROWNS LANDING,95358,37.60913443,-120.9928638
BIG BAR,96010,40.74159924,-123.2093046
HI DESERT,92277,34.13654784,-116.1807461
UNKNOWN303835,93725,36.68753983,-119.7220354
CLARKSVILLE,95762,38.65572738,-121.0594507
SYCAMORE CREEK,95973,39.7686973,-121.8241059
SILVERGATE,92113,32.694643,-117.143575
DU PONT,94561,38.01136237,-121.7487102
HAVILAH,93518,35.48372643,-118.5275672
ISLA VISTA,93117,34.4330311,-119.8712685
CANTUA,93210,36.42929415,-120.3416959
WESTEND,93562,35.70410786,-117.3933494
SS3144,90065,34.12072386,-118.2262405
MESA,93444,35.00857958,-120.4530486
MIRAMAR GT,92121,32.87584302,-117.1661309
LEMOORE,93245,36.3093796,-119.798386
PRAIRIE CITY-BLUE RAVINE,95630,38.65553478,-121.1682987
UNKNOWN303871,92251,32.91226659,-115.5681508
HEADGATE,95963,39.78928205,-122.0514892
TORNADO,93210,36.19071467,-120.3558247
CASTRO VALLEY,94546,37.69140915,-122.0611906
STATION H (HOLLYWOOD),90046,34.08811924,-118.3469878
RINDGE,90265,34.0395471,-118.6979755
NEENACH,93536,34.77506687,-118.5014576
BRYAN,92782,33.73454671,-117.8023056
STANISLAUS RECOVERY,95363,37.38596101,-121.140682
MERCED,95341,37.27331164,-120.487316
BO RONDA,93907,36.69027183,-121.6793117
ROUND MOUNTAIN,96065,40.80800054,-121.9356245
UNKNOWN303915,92284,34.09074966,-116.4227569
UNKNOWN303921,93230,36.27636308,-119.6536296
UNKNOWN303924,96161,39.3273652,-120.2818794
EDMONSTON,93560,34.94130328,-118.8262787
HUNTER,92507,33.99887649,-117.348846
WARREN CANYON,92064,33.01535452,-117.0020503
ANZA,92274,33.12534231,-115.9786118
DELSUR,93536,34.71803425,-118.2888631
BEL VEDERE,90063,34.03653133,-118.178982
NIMBUS,95742,38.60546205,-121.2120172
JULIETTE,95054,37.38660905,-121.9675869
FLORADAY,90241,33.93548464,-118.0942629
BAILEY,93536,34.77647374,-118.7744353
PALM,95054,37.39440795,-121.9575638
CMF VACAVILLE,95687,38.32099914,-121.9715789
JAMES B. BLACK,96065,40.9925462,-121.9746989
UNKNOWN303962,93313,35.02465827,-118.9950541
GEER,95382,37.52259781,-120.8435652
SNEATH LANE,94066,37.62208831,-122.4468317
UNKNOWN303968,92233,33.17665877,-115.6057555
NORTH ISLAND,92118,32.70996357,-117.1901397
UNKNOWN303971,90504,33.8587063,-118.3094136
VALLEY CENTER,92082,33.23064131,-117.0184638
UNKNOWN303977,92230,33.917931,-116.735288
RIDGELINE,95441,38.8147052,-122.8020598
UNKNOWN303981,95614,38.91407409,-121.0189783
STODDARD,92401,34.10040995,-117.2927381
NAVY SCHOOL,93943,36.5996105,-121.8769185
NORTH OAKS,91387,34.41548572,-118.4527618
RISER303989,92805,33.817958,-117.905991
KERN OIL,93308,35.44067972,-119.0205374
AIRPORT RD 1,96002,40.51804334,-122.315409
MCCLELLAN-BELL,95652,38.64742722,-121.4113765
MAYBERRY,92544,33.73628537,-116.9200856
CITRUS,91740,34.11899316,-117.872052
SHANDIN,92407,34.16983044,-117.3303946
LOON LAKE,95709,38.98444459,-120.3274563
KATELLA,92805,33.80438467,-117.9007135
MIDPOINT,92239,33.56493288,-114.9066085
POSO MOUNTAIN,93308,35.55928729,-118.9576029
RMC LONESTAR,94063,37.51318963,-122.2062321
FUMAROLE,95441,38.79607324,-122.7669499
UNKNOWN304027,95630,38.67193264,-121.1502951
DAYTON RD,95928,39.71886523,-121.8209848
METALCAN,91752,34.03299734,-117.5214627
NCPA 1&2,95461,38.75226264,-122.7196432
KEIFER-JACKSON,95683,38.49621644,-121.1568872
UNKNOWN304035,95841,38.679578,-121.336774
RENFRO,93314,35.38768466,-119.1640517
ELIZABETH LAKE,91384,34.49109902,-118.6164191
ARROYO,91011,34.19970686,-118.170552
WEEDPATCH,93307,35.22377578,-118.880035
BONITA,93637,36.96771361,-120.2026744
SAN RAFAEL,94901,37.97061899,-122.527059
CAPITAN,93117,34.47733255,-120.0420106
STAMPEDE DAM,96161,39.47038001,-120.1047517
UNKNOWN304054,92603,33.616426,-117.762253
HURON,93234,36.18605341,-120.1039416
KM BLUE,96120,38.68746574,-120.0658613
BARRET,92283,32.90250717,-114.4800808
UNKNOWN304066,95358,37.57432772,-120.9848482
CHINO,91710,33.99802136,-117.6784712
DELTA ENERGY,94509,38.01743004,-121.8466358
