IDX,Station,Inc,Cost,Constraint_original,Availability,LATITUDE,LONGITUDE,station_increment,capacity_additions,projects_built
87,LAKEVIEW,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.09416069,-119.1010712,542.0,542.0,"Solar: Northern Orchard Solar PV, LLC; Solar: Sandrini Solar 200; Solar: Sandrini Solar 100; Battery: Northern Orchard Solar PV, LLC"
88,LAKEVILLE,861,0.0,Lakeville-Ignacio 230 kV line,0.0,38.25090716,-122.5812294,0.0,0.0,
89,LAMBIE,1766,7.0e8,Birds Landing-Contra Costa 230kV Line,0.0,38.22142226,-121.8669673,0.0,0.0,
90,LAMONT,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.29687891,-118.86144,5.7,5.7,Gas: Berry Cogen Pan Fee
91,LAS AGUILAS,0,0.0,Moss Landing-Las Aguilas 230 kV Line,0.0,36.769902,-121.306579,0.0,0.0,
92,LATHROP,1367,3.791300305e8,VEA 138kV area constraint,0.0,36.653826,-116.396571,0.0,0.0,
93,LE GRAND,0,0.0,Moss Landing-Las Aguilas 230 kV Line,0.0,37.18493674,-120.2739328,0.0,0.0,
94,LERDO,637,7.6e8,Semitropic-Midway 115kV Line,0.0,35.50035218,-119.1519621,0.0,0.0,
95,LINCOLN (PGE),109,9.329e6,Woodland- Davis 115kV line,0.0,38.9005354,-121.2941438,0.0,0.0,
96,LLAGAS,712,3.8e8,Morganhill-Metcalf 115kV Line,0.0,37.00726767,-121.5573085,0.0,0.0,
97,LOGAN CREEK,1766,7.0e8,Birds Landing-Contra Costa 230kV Line,0.0,39.53951651,-122.2629945,0.0,0.0,
98,LONE TREE,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.94614381,-121.7598214,0.0,0.0,
99,LOS ESTEROS,348,9.651591121e7,Los Esteros-Silicon Valley 230 kV,0.0,37.42737416,-121.9329426,0.0,0.0,
100,LAS POSITAS,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.70076474,-121.7333187,0.0,0.0,
101,LOVELAND,431,6.71054e8,Miguel 69 kV constraint,0.0,32.7969521,-116.7922452,0.0,0.0,
102,MADISON (PGE),1766,7.0e8,Birds Landing-Contra Costa 230kV Line,0.0,38.67068357,-121.9693039,0.0,0.0,
103,MAGUNDEN,2000,4.358e9,South of Magunden Constraint,0.0,35.36114799,-118.9219285,0.0,0.0,
104,MANTECA,1255,1.7e9,Kasson Jct-Heinz 115 kV line,0.0,37.80126059,-121.2239269,0.0,0.0,
105,MARTIN,653,0.0,Sobrante-Moraga 230 kV line,0.0,37.70370627,-122.4094698,0.0,0.0,
106,MARTINEZ,978,2.712429918e8,Dumbarton-Newark 115 kV line,0.0,38.01494692,-122.116201,0.0,0.0,
107,MCCALL,16891,9.4e8,Midway-Q2005 230kV Line,0.0,36.61080379,-119.6390908,0.0,0.0,
108,MENDOCINO,1766,7.0e8,Birds Landing-Contra Costa 230kV Line,0.0,39.25055841,-123.1964376,0.0,0.0,
109,MENDOTA,0,0.0,Moss Landing-Las Aguilas 230 kV Line,0.0,36.72037815,-120.4587946,0.0,0.0,
110,MERCED (PGE),16891,9.4e8,Midway-Q2005 230kV Line,0.0,37.27331164,-120.487316,0.0,0.0,
111,MESA (N),16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.00857958,-120.4530486,-0.0,0.0,
112,MESA (SCE),1058,1.1e7,Del Amo - Barre Area Constraint,0.0,34.03704643,-118.1103667,0.0,0.0,
113,MIDWAY,8379,2.14062e8,Gates-Panoche 230 kV #1 and #2 Lines,0.0,35.40387474,-119.4521684,0.0,0.0,
114,MIDWAY,8379,2.14062e8,Gates-Panoche 230 kV #1 and #2 Lines,0.0,33.19239546,-115.4344033,0.0,0.0,
115,MIGUEL,431,6.71054e8,Miguel 69 kV constraint,0.0,32.6796375,-116.9841846,0.0,0.0,
116,MIRAGE,5000,1.386722862e9,Devers-Red Bluff Constraint,0.0,33.81844345,-116.3697227,0.0,0.0,
117,MISSION,936,2.595945198e8,Internal San Diego Area constraint,0.0,32.78390712,-117.1371831,0.0,0.0,
118,MOHAVE,6800,2.165e9,Lugo - Victorville area constraint,0.0,35.144827,-114.553482,0.0,0.0,
119,MOORPARK,2000,4.358e9,South of Magunden Constraint,0.0,34.28085446,-118.9031741,0.0,0.0,
120,MORAGA,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.84789177,-122.1606837,0.0,0.0,
121,MORGAN HILL,712,3.8e8,Morganhill-Metcalf 115kV Line,0.0,37.12666908,-121.6589153,0.0,0.0,
122,MORRO BAY,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.37339038,-120.8551307,0.0,0.0,
123,MUSTANG,0,0.0,Moss Landing-Las Aguilas 230 kV Line,0.0,36.255598,-119.887776,0.0,0.0,
124,NEWARK,653,0.0,Sobrante-Moraga 230 kV line,0.0,37.50072034,-121.985682,653.0,0.0,
125,NORTH CITY WEST,936,2.595945198e8,Internal San Diego Area constraint,0.0,32.95874734,-117.2207141,0.0,0.0,
126,NORTH DUBLIN,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.74488621,-121.8578867,0.0,0.0,
127,OAKLAND C,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.79791977,-122.2820704,0.0,0.0,
128,OAKLAND I,8645,2.851848e9,Vaca Dixon-Tesla 500kV Line,0.0,37.7975518,-122.280834,0.0,0.0,
129,OCEANO,784,1.5e8,Midway 230/115kV TB #3,0.0,35.10152776,-120.5811507,0.0,0.0,
130,OCOTILLO,2823,7.82943728e8,East of Miguel constraint,0.0,32.737412,-116.004962,0.0,0.0,
131,OLD TOWN,746,2.06899051e8,Encina - San Luis Rey 230 kV constraint,0.0,32.76611049,-117.1922795,0.0,0.0,
132,OLIVE,16891,9.4e8,Midway-Q2005 230kV Line,0.0,34.30784674,-118.4505666,0.0,0.0,
133,OTAY,431,6.71054e8,Miguel 69 kV constraint,0.0,32.59531954,-117.0578292,0.0,0.0,
134,OTAY MESA,4754,2.9971e7,Silvergate - Bay Blvd 230 kV constraint,0.0,32.57406801,-116.9113836,4754.0,340.6,Solar: Amazon SAN3 Solar Project; Gas: Pio Pico Energy Center
135,PADRE FLATS,0,0.0,Moss Landing-Las Aguilas 230 kV Line,0.0,36.022522,-121.177571,0.0,0.0,
136,PAHRUMP,1367,3.791300305e8,VEA 138kV area constraint,0.0,36.210854,-115.977461,0.0,0.0,
137,PALA,692,2.83e7,Ocean Ranch 69 kV constraint,0.0,33.355857,-117.112315,0.0,0.0,
138,PALERMO,707,1.25e8,Rocklin-Pleaseant grove 115kV line,0.0,39.45426599,-121.5178598,0.0,0.0,
139,PALOMAR,936,2.595945198e8,Internal San Diego Area constraint,0.0,33.12287041,-117.2879398,0.0,0.0,
140,PANOCHE,16891,9.4e8,Midway-Q2005 230kV Line,0.0,36.65333066,-120.5823862,0.0,0.0,
141,PARDEE (SCE),2000,4.358e9,South of Magunden Constraint,0.0,34.43976899,-118.5817125,0.0,0.0,
142,PARKWAY,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,38.493819,-121.4526036,0.0,0.0,
143,PASTORIA,2000,1.0e8,Antelope-Neenach Constraint,0.0,34.93534855,-118.8429363,0.0,0.0,
144,PEABODY,1766,7.0e8,Birds Landing-Contra Costa 230kV Line,0.0,38.28543602,-121.9705054,0.0,0.0,
145,PEASE,707,1.25e8,Rocklin-Pleaseant grove 115kV line,0.0,39.16997119,-121.6612033,0.0,0.0,
146,PENASQUITOS,746,2.06899051e8,Encina - San Luis Rey 230 kV constraint,0.0,32.91704603,-117.2192968,0.0,0.0,
147,PISGAH,1046,2.39e8,Calcite to Lugo Area Constraint,0.0,34.78155985,-116.3847412,0.0,0.0,
148,PIT 1,26,1.8e8,Carberry-Round Mountain 230kV Line,0.0,40.99122753,-121.4978619,0.0,0.0,
149,ROUND MOUNTAIN,26,1.8e8,Carberry-Round Mountain 230kV Line,0.0,40.80800054,-121.9356245,0.0,0.0,
150,PITTSBURG,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,38.03696944,-121.8967951,0.0,0.0,
151,PLEASANT GROVE,574,0.0,Rio Oso-Brighton 230kV line,0.0,38.82272822,-121.3082446,574.0,0.0,
152,POINT LOMA,936,2.595945198e8,Internal San Diego Area constraint,0.0,32.74143976,-117.23342,0.0,0.0,
153,POMERADO,936,2.595945198e8,Internal San Diego Area constraint,0.0,32.94131718,-117.0328014,0.0,0.0,
154,PRIMM,6800,2.165e9,Lugo - Victorville area constraint,0.0,35.616496,-115.362764,0.0,0.0,
155,PUTAH CREEK,1766,7.0e8,Birds Landing-Contra Costa 230kV Line,0.0,38.5230576,-121.9944259,0.0,0.0,
156,RECTOR,2000,4.358e9,South of Magunden Constraint,0.0,36.30387459,-119.2443213,0.0,0.0,
157,RED BLUFF,5000,1.386722862e9,Devers-Red Bluff Constraint,0.0,33.69874273,-115.3116675,0.0,0.0,
158,RICHMOND Q,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.92617516,-122.3695789,0.0,0.0,
159,RIO OSO,109,9.329e6,Woodland- Davis 115kV line,0.0,38.93519967,-121.4667925,0.0,0.0,
160,ROSSMOOR,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.8646817,-122.0804418,0.0,0.0,
161,ROUND MOUNTAIN,8645,2.851848e9,Vaca Dixon-Tesla 500kV Line,0.0,40.80800054,-121.9356245,0.0,0.0,
162,SALT CREEK,431,6.71054e8,Miguel 69 kV constraint,0.0,32.6284,-116.933075,0.0,0.0,
163,SAN LEANDRO U,290,1.25e8,Grant - Eastshore #2 line 115 kV,0.0,37.7105722,-122.1486701,0.0,0.0,
164,SAN LUIS OBISPO,784,1.5e8,Midway 230/115kV TB #3,0.0,35.26168261,-120.6348902,0.0,0.0,
165,SAN PABLO,290,1.25e8,Grant - Eastshore #2 line 115 kV,0.0,37.98522446,-122.3368175,0.0,0.0,
166,SAN RAMON,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.74492955,-121.9364113,0.0,0.0,
167,SANDLOT,1206,3.344775543e8,Kramer to Victor Area Constraint,0.0,34.99708326,-117.3031575,389.8,389.8,"Solar: Desert Breeze Solar, LLC; Solar: Lockhart Solar PV IV, LLC; Solar: Lockhart Solar PV, LLC; Solar: Lockhart Solar PV II"
168,SANDY VALLEY,1285,3.563877756e8,GLW 230kV area constraint,0.0,36.033659,-115.387648,0.0,0.0,
169,SANGER,16891,9.4e8,Midway-Q2005 230kV Line,0.0,36.70730241,-119.6107512,-0.0,0.0,
170,SANTA CLARA,2000,4.358e9,South of Magunden Constraint,0.0,34.30232428,-119.1853321,0.0,0.0,
171,SANTA ROSA,861,0.0,Lakeville-Ignacio 230 kV line,0.0,37.63492167,-120.979524,0.0,0.0,
172,SANTEE (SDGE),936,2.595945198e8,Internal San Diego Area constraint,0.0,32.85439899,-116.9683756,0.0,0.0,
173,SCHINDLER,0,0.0,Moss Landing-Las Aguilas 230 kV Line,0.0,36.40207597,-120.1385628,0.0,0.0,
174,SEMITROPIC,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.60079937,-119.4375746,-0.0,0.0,
175,SHADOWRIDGE,936,2.595945198e8,Internal San Diego Area constraint,0.0,33.14145621,-117.2388333,0.0,0.0,
176,SHAFTER,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.51394301,-119.3175207,-0.0,0.0,
177,SILVERADO,50,5.0e7,Cortina-Eagle Rock 115 kV line,0.0,38.49982361,-122.4592018,0.0,0.0,
178,SILVERGATE,936,2.595945198e8,Internal San Diego Area constraint,0.0,32.694643,-117.143575,0.0,0.0,
179,SISQUOC,784,1.5e8,Midway 230/115kV TB #3,0.0,34.87850521,-120.3306862,-0.0,0.0,
180,SLOAN CANYON,1285,3.563877756e8,GLW 230kV area constraint,0.0,35.497393,-115.041205,0.0,0.0,
181,SMYRNA,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.71791833,-119.4553564,0.0,0.0,
182,SOBRANTE,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.90565009,-122.2084971,0.0,0.0,
183,SOLAR,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.38225486,-120.0598999,0.0,0.0,
184,SPRINGVILLE,2000,4.358e9,South of Magunden Constraint,0.0,36.10795523,-118.9380761,0.0,0.0,
185,STOCKDALE,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.3170815,-119.067683,0.0,0.0,
186,SUNCREST,700,1.0e8,Chicarita 138 kV constraint,0.0,32.80835987,-116.6832914,0.0,0.0,
187,CRESTWOOD,2823,7.82943728e8,East of Miguel constraint,0.0,32.69900529,-116.3537982,0.0,0.0,
188,SYCAMORE CANYON,700,1.0e8,Chicarita 138 kV constraint,0.0,32.91763164,-117.0307143,0.0,0.0,
189,TABLE MT.,8645,2.851848e9,Vaca Dixon-Tesla 500kV Line,0.0,39.55512789,-121.6447972,0.0,0.0,
190,TAFT,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.13602218,-119.4820001,0.0,0.0,
191,TASSAJARA,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.80003483,-121.9077024,0.0,0.0,
192,TEMBLOR,784,1.5e8,Midway 230/115kV TB #3,0.0,35.38275365,-119.6962081,0.0,0.0,
193,TEMPLETON,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.55520012,-120.6804021,0.0,0.0,
194,TEVIS,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.3194766,-119.1288705,-0.0,0.0,
195,TORTILLA,1206,3.344775543e8,Kramer to Victor Area Constraint,0.0,34.86319211,-117.030916,0.0,0.0,
196,CRAZY EYES,1285,3.563877756e8,GLW 230kV area constraint,0.0,36.13437,-115.743082,0.0,0.0,
197,TULUCAY,861,0.0,Lakeville-Ignacio 230 kV line,0.0,38.24787312,-122.2679463,861.0,24.5,Solar: Dynamo Solar LLC
198,TUPMAN,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.35407906,-119.2707276,0.0,0.0,
199,UKIAH,50,5.0e7,Cortina-Eagle Rock 115 kV line,0.0,39.14419026,-123.1980534,0.0,0.0,
200,VACA-DIXON,16891,9.4e8,Midway-Q2005 230kV Line,0.0,38.40101426,-121.9207606,0.0,0.0,
201,VALLEY (VEA),1367,3.791300305e8,VEA 138kV area constraint,0.0,34.18594776,-118.3473241,0.0,0.0,
202,VALLEY SWITCH,1367,3.791300305e8,VEA 138kV area constraint,0.0,36.567509,-116.387685,0.0,0.0,
203,VESTAL,2000,4.358e9,South of Magunden Constraint,0.0,35.8417458,-119.0847234,0.0,0.0,
204,VINEYARD,6034,4.17332e8,Windmaster-Delta pumps 230 kV line,0.0,37.66975268,-121.8544476,0.0,0.0,
205,VISTA (VEA),1367,3.791300305e8,VEA 138kV area constraint,0.0,36.47974,-115.873583,0.0,0.0,
206,WEST FRESNO,16891,9.4e8,Midway-Q2005 230kV Line,0.0,36.71831777,-119.8187466,110.6,110.6,Gas: Acid (CAISO)
207,WEST PARK,637,7.6e8,Semitropic-Midway 115kV Line,0.0,35.37408196,-119.0402296,0.0,0.0,
208,WHEELER RIDGE,16891,9.4e8,Midway-Q2005 230kV Line,0.0,35.08906472,-118.9763096,0.0,0.0,
209,WILSON,16891,9.4e8,Midway-Q2005 230kV Line,0.0,37.29282854,-120.4073943,0.0,0.0,
210,WINDHUB,2500,6.12e8,Windhub Constraint,0.0,35.03503854,-118.2807321,2500.0,2498.5,Solar: Bellefield Solar and Energy Storage Farm; Solar: Bellefield 2 Solar & Energy Storage Farm; Solar: Syracuse and Tours Renewable Energy; Solar: Edwards Sanborn E1A; Solar: Edwards Sanborn S1; Wind: Tehachapi Wind Resource II; Wind: Sky River Wind Energy Center; Wind: 85 A; Wind: 85 B; Wind: Point Wind; Wind: Oasis Alta; Wind: CalPorlland Company Mojave Wind; Battery: Bellefield 2 Solar & Energy Storage Farm; Battery: Bellefield Solar and Energy Storage Farm; Battery: Sagebrush Solar 2 ESS 40
211,WYANDOTTE,707,1.25e8,Rocklin-Pleaseant grove 115kV line,0.0,39.49160901,-121.5409682,0.0,0.0,
212,BOULEVARD,4754,2.9971e7,Silvergate - Bay Blvd 230 kV constraint,0.0,32.66170965,-116.2732787,0.0,0.0,
213,BELLVUE,861,0.0,Lakeville-Ignacio 230 kV line,0.0,38.37891989,-122.7126931,0.0,0.0,
214,BIG CREEK 1,2000,4.358e9,South of Magunden Constraint,0.0,37.14825235,-119.3885115,0.0,0.0,
215,BIRDS LANDING,1766,7.0e8,Birds Landing-Contra Costa 230kV Line,0.0,38.1247053,-121.8301547,0.0,0.0,
